Scenario,ChangedParameter,ChangedValue,CSVFile,BatchIndex,ModelStatus,HasSolution,BatchObjective,MIPGap,RuntimeSeconds,NumOrders,NumValidArcs,NumXVars,NumZVars,BatchDemand,BatchServed,BatchUnserved,BatchServiceRate
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,1,OPTIMAL,True,71587.46891436676,1.0476694474081998e-07,0.38498592376708984,210,18,3780,180,250,250.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,2,OPTIMAL,True,90799.80430159079,6.607943926936803e-08,0.6618409156799316,205,18,3690,180,302,302.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,3,OPTIMAL,True,114354.5751296276,4.153747328266638e-08,0.9389050006866455,290,18,5220,180,386,386.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,4,OPTIMAL,True,158958.73861667528,0.0005293474742827227,0.7134928703308105,408,18,7344,180,538,538.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,5,OPTIMAL,True,110891.66898578305,6.087021911903903e-08,0.6889219284057617,336,18,6048,180,388,388.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,6,OPTIMAL,True,69816.40385150585,7.8778053419957e-08,0.49199700355529785,248,18,4464,180,260,260.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,7,OPTIMAL,True,91993.76645519403,7.065696517116769e-08,0.303070068359375,335,18,6030,180,348,348.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,8,OPTIMAL,True,98507.10680735245,5.329564976647635e-08,0.6022729873657227,363,18,6534,180,372,372.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,9,OPTIMAL,True,98358.39313715942,3.698696868724362e-15,0.36521100997924805,379,18,6822,180,387,387.0,0.0,1.0
VOT_40p0,VOT,40.0,candidate_vertiports_SF_k9.csv,10,OPTIMAL,True,76716.98582015872,0.007564764485511043,0.30643796920776367,287,18,5166,180,288,288.0,0.0,1.0
