Scenario,ChangedParameter,ChangedValue,CSVFile,BatchIndex,ModelStatus,HasSolution,BatchObjective,MIPGap,RuntimeSeconds,NumOrders,NumValidArcs,NumXVars,NumZVars,BatchDemand,BatchServed,BatchUnserved,BatchServiceRate
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,1,OPTIMAL,True,59860.22142358269,1.2529188194795798e-07,0.5850448608398438,210,18,3780,180,250,250.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,2,OPTIMAL,True,75853.02423489498,7.910034347282606e-08,0.638836145401001,205,18,3690,180,302,302.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,3,OPTIMAL,True,95534.02167159165,4.9720509889108096e-08,0.5510668754577637,290,18,5220,180,386,386.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,4,OPTIMAL,True,132854.64865996153,0.0005052444251546284,0.396777868270874,408,18,7344,180,538,538.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,5,OPTIMAL,True,92742.10596463722,7.27824786757098e-08,0.3672218322753906,336,18,6048,180,388,388.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,6,OPTIMAL,True,58489.21879000968,9.403442014661094e-08,0.7147500514984131,248,18,4464,180,260,260.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,7,OPTIMAL,True,77092.78854470112,8.43139873228998e-08,0.8311829566955566,335,18,6030,180,348,348.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,8,OPTIMAL,True,82550.29270079554,6.359759737611269e-08,0.9314141273498535,363,18,6534,180,372,372.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,9,OPTIMAL,True,82514.57772179868,5.643382056413542e-15,0.7554841041564941,379,18,6822,180,387,387.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,10,OPTIMAL,True,64301.687921317374,0.007746247754540027,1.549103021621704,287,18,5166,180,288,288.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,11,OPTIMAL,True,50628.93705780612,1.0369563583935957e-07,0.5041859149932861,176,18,3168,180,212,212.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,12,OPTIMAL,True,81415.37171028474,5.527212112365321e-08,0.2601480484008789,299,18,5382,180,353,353.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,13,OPTIMAL,True,111125.0296025202,0.004075887847719255,0.2915229797363281,422,18,7596,180,474,474.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,14,OPTIMAL,True,116188.46585051765,0.0014936234946665613,0.48242807388305664,466,18,8388,180,512,512.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,15,OPTIMAL,True,96490.34197832769,5.4409593747200746e-08,0.29757189750671387,378,18,6804,180,412,412.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,16,OPTIMAL,True,81560.25980043621,5.210871552991817e-08,0.4098808765411377,343,18,6174,180,357,357.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,17,OPTIMAL,True,106581.58253221338,6.098614851639468e-08,0.5779929161071777,401,18,7218,180,451,451.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,18,OPTIMAL,True,109756.51339533132,0.007951131931810127,0.373492956161499,407,18,7326,180,456,456.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,19,OPTIMAL,True,44040.11642878248,0.0,0.3763129711151123,181,18,3258,180,187,187.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,20,OPTIMAL,True,36531.6031992783,0.0,0.3454439640045166,127,18,2286,180,154,154.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,21,OPTIMAL,True,77976.433666234,6.091584493797001e-08,0.32413601875305176,253,18,4554,180,330,330.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,22,OPTIMAL,True,89936.44317240322,7.227326360480528e-08,0.7633919715881348,340,18,6120,180,388,388.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,23,OPTIMAL,True,142642.46938667452,0.005785859255231476,1.0631718635559082,450,18,8100,180,579,579.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,24,OPTIMAL,True,104602.79745694545,6.213983023329937e-08,1.5405941009521484,381,18,6858,180,439,439.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,25,OPTIMAL,True,69253.55012692536,4.622754132276627e-15,0.7609250545501709,263,18,4734,180,296,296.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,26,OPTIMAL,True,70498.91629371642,4.5410929962423416e-15,0.7519609928131104,291,18,5238,180,312,312.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,27,OPTIMAL,True,99288.69950706244,6.042983752614975e-08,0.37880897521972656,385,18,6930,180,428,428.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,28,OPTIMAL,True,63402.81764266949,9.06899723408433e-08,0.28910303115844727,258,18,4644,180,269,269.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,29,OPTIMAL,True,15187.813888406023,2.7982960767116534e-07,0.3305649757385254,74,18,1332,180,74,74.0,0.0,1.0
speed_ground_25p0,speed_ground,25.0,candidate_vertiports_SF_k9.csv,30,OPTIMAL,True,32461.009462843936,1.3862785149206916e-07,0.30030179023742676,120,18,2160,180,136,136.0,0.0,1.0
