Scenario,ChangedParameter,ChangedValue,CSVFile,BatchIndex,Time,Start_Vertiport,End_Vertiport,PassengerFlow,Flights,AirKM,LoadFactor,ModelStatus
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T50,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T50,782,645,5.0,2.0,6.648538664474961,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,717,449,4.0,1.0,7.654544453228288,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,449,717,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,449,782,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,645,584,1.0,1.0,6.120633980923698,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,645,716,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,584,645,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,716,645,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T51,782,645,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,449,717,4.0,1.0,7.654544453228288,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,449,713,2.0,1.0,6.0045260388064,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,449,782,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,780,449,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,645,716,2.0,1.0,6.119583921765259,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,645,782,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,584,645,1.0,1.0,6.120633980923698,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,716,645,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T52,782,645,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,717,449,1.0,1.0,7.654544453228288,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,713,449,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,449,780,2.0,1.0,7.5988976461735085,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,449,782,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,645,584,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,645,716,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,645,782,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,782,449,2.0,1.0,8.307228591621705,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T53,782,645,5.0,2.0,6.648538664474961,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,449,717,1.0,1.0,7.654544453228288,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,449,713,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,449,780,2.0,1.0,7.5988976461735085,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,449,782,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,645,716,6.0,2.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,645,782,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,584,645,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,716,645,1.0,1.0,6.119583921765259,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T54,782,449,1.0,1.0,8.307228591621705,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,717,449,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,449,717,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,449,782,2.0,1.0,8.307228591621705,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,780,449,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,645,584,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,645,716,1.0,1.0,6.119583921765259,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,645,782,5.0,2.0,6.648538664474961,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,584,645,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T55,782,449,2.0,1.0,8.307228591621705,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,449,717,1.0,1.0,7.654544453228288,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,449,782,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,645,584,5.0,2.0,6.120633980923698,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,645,716,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,645,782,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,716,645,7.0,2.0,6.119583921765259,0.875,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T56,782,449,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,449,782,1.0,1.0,8.307228591621705,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,645,584,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,645,716,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,584,645,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,716,645,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,782,449,5.0,2.0,8.307228591621705,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T57,782,645,4.0,1.0,6.648538664474961,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,713,449,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,449,713,3.0,1.0,6.0045260388064,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,645,716,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,584,645,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,716,645,2.0,1.0,6.119583921765259,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T58,782,645,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,717,449,4.0,1.0,7.654544453228288,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,449,717,1.0,1.0,7.654544453228288,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,449,782,1.0,1.0,8.307228591621705,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,645,584,5.0,2.0,6.120633980923698,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,645,716,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,584,645,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,716,645,7.0,2.0,6.119583921765259,0.875,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,782,449,6.0,2.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,6,T59,782,645,4.0,1.0,6.648538664474961,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,717,449,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,713,449,2.0,1.0,6.0045260388064,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,449,717,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,449,782,2.0,1.0,8.307228591621705,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,645,584,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,645,716,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,584,645,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,716,645,1.0,1.0,6.119583921765259,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T60,782,645,5.0,2.0,6.648538664474961,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,449,717,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,449,713,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,449,780,2.0,1.0,7.5988976461735085,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,449,782,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,645,716,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,645,782,5.0,2.0,6.648538664474961,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,584,645,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,716,645,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T61,782,449,2.0,1.0,8.307228591621705,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,717,449,4.0,1.0,7.654544453228288,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,449,717,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,449,780,1.0,1.0,7.5988976461735085,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,449,782,5.0,2.0,8.307228591621705,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,780,449,2.0,1.0,7.5988976461735085,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,645,584,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,645,716,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,645,782,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,584,645,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,716,645,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T62,782,645,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,449,717,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,449,713,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,449,782,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,645,584,2.0,1.0,6.120633980923698,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,645,716,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,645,782,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,584,645,1.0,1.0,6.120633980923698,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,716,645,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,782,449,7.0,2.0,8.307228591621705,0.875,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T63,782,645,4.0,1.0,6.648538664474961,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,717,449,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,713,449,2.0,1.0,6.0045260388064,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,449,717,4.0,1.0,7.654544453228288,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,449,713,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,449,780,2.0,1.0,7.5988976461735085,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,449,782,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,645,584,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,645,716,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,584,645,5.0,2.0,6.120633980923698,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,716,645,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,782,449,6.0,2.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T64,782,645,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,449,717,1.0,1.0,7.654544453228288,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,449,782,6.0,2.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,645,584,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,645,716,6.0,2.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,584,645,8.0,2.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,716,645,3.0,1.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,782,449,5.0,2.0,8.307228591621705,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T65,782,645,1.0,1.0,6.648538664474961,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,717,449,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,713,449,1.0,1.0,6.0045260388064,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,449,717,1.0,1.0,7.654544453228288,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,449,782,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,645,584,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,645,716,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,645,782,4.0,1.0,6.648538664474961,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,584,645,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,716,645,6.0,2.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,782,449,6.0,2.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T66,782,645,4.0,1.0,6.648538664474961,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,449,717,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,449,782,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,645,584,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,645,716,6.0,2.0,6.119583921765259,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,584,645,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,716,645,5.0,2.0,6.119583921765259,0.625,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T67,782,645,4.0,1.0,6.648538664474961,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,449,717,4.0,1.0,7.654544453228288,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,449,780,2.0,1.0,7.5988976461735085,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,449,782,3.0,1.0,8.307228591621705,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,645,584,6.0,2.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,645,716,1.0,1.0,6.119583921765259,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,645,782,3.0,1.0,6.648538664474961,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,584,645,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,716,645,2.0,1.0,6.119583921765259,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,782,449,4.0,1.0,8.307228591621705,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T68,782,645,7.0,2.0,6.648538664474961,0.875,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,717,449,3.0,1.0,7.654544453228288,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,449,717,2.0,1.0,7.654544453228288,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,449,782,1.0,1.0,8.307228591621705,0.25,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,645,584,3.0,1.0,6.120633980923698,0.75,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,645,716,4.0,1.0,6.119583921765259,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,645,782,2.0,1.0,6.648538664474961,0.5,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,584,645,4.0,1.0,6.120633980923698,1.0,OPTIMAL
price_air_9p0,price_air,9.0,candidate_vertiports_SF_k9.csv,7,T69,716,645,5.0,2.0,6.119583921765259,0.625,OPTIMAL
