Scenario,ChangedParameter,ChangedValue,CSVFile,BatchIndex,ModelStatus,HasSolution,BatchObjective,MIPGap,RuntimeSeconds,NumOrders,NumValidArcs,NumXVars,NumZVars,BatchDemand,BatchServed,BatchUnserved,BatchServiceRate
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,1,OPTIMAL,True,58719.57572849713,1.2772571453098053e-07,0.7902450561523438,210,18,3780,180,250,250.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,2,OPTIMAL,True,74534.98990112386,8.049910931088961e-08,1.3474969863891602,205,18,3690,180,302,302.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,3,OPTIMAL,True,93867.58646771875,5.06032003438598e-08,0.3497481346130371,290,18,5220,180,386,386.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,4,OPTIMAL,True,130432.92383012922,0.0005485759167843996,0.2654879093170166,408,18,7344,180,538,538.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,5,OPTIMAL,True,90945.99398078278,7.42198766116222e-08,0.4886970520019531,336,18,6048,180,388,388.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,6,OPTIMAL,True,57180.84286757693,9.618605570582943e-08,0.2820138931274414,248,18,4464,180,260,260.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,7,OPTIMAL,True,75325.45322064174,8.629221870483476e-08,0.3604090213775635,335,18,6030,180,348,348.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,8,OPTIMAL,True,80659.2811024417,6.50886079117592e-08,0.45610594749450684,363,18,6534,180,372,372.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,9,OPTIMAL,True,80467.946491388,5.425234219164866e-15,0.39211416244506836,379,18,6822,180,387,387.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,10,OPTIMAL,True,62835.15277203825,0.00784953309058953,0.6873109340667725,287,18,5166,180,288,288.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,11,OPTIMAL,True,49650.053677112766,1.0574006318193085e-07,0.5872180461883545,176,18,3168,180,212,212.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,12,OPTIMAL,True,79697.2660282735,5.646367179458535e-08,0.8100419044494629,299,18,5382,180,353,353.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,13,OPTIMAL,True,109095.5056718091,0.005100714800536833,0.6664948463439941,422,18,7596,180,474,474.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,14,OPTIMAL,True,113691.47741890837,0.001584097618972454,0.7703790664672852,466,18,8388,180,512,512.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,15,OPTIMAL,True,94622.61824608628,5.548356547433469e-08,0.6163730621337891,378,18,6804,180,412,412.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,16,OPTIMAL,True,79833.49751994011,5.323580337220755e-08,0.32471299171447754,343,18,6174,180,357,357.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,17,OPTIMAL,True,104592.85889389816,6.214573693578159e-08,0.4394361972808838,401,18,7218,180,451,451.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,18,OPTIMAL,True,107798.79686704527,0.008602319037523676,0.2823309898376465,407,18,7326,180,456,456.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,19,OPTIMAL,True,43176.63764812689,0.0,0.44671106338500977,181,18,3258,180,187,187.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,20,OPTIMAL,True,35852.496414433874,0.0,0.5213661193847656,127,18,2286,180,154,154.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,21,OPTIMAL,True,76536.71569127748,6.20617214179421e-08,0.5717401504516602,253,18,4554,180,330,330.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,22,OPTIMAL,True,88104.59025802242,7.377595525610622e-08,0.3442552089691162,340,18,6120,180,388,388.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,23,OPTIMAL,True,140182.15762717073,0.006060937436141038,0.39362120628356934,450,18,8100,180,579,579.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,24,OPTIMAL,True,102674.86574004505,6.330663600618726e-08,0.4010779857635498,381,18,6858,180,439,439.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,25,OPTIMAL,True,67876.64713183737,4.71652841664757e-15,1.3141539096832275,263,18,4734,180,296,296.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,26,OPTIMAL,True,69011.13281572751,5.4824458098348e-15,1.4057071208953857,291,18,5238,180,312,312.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,27,OPTIMAL,True,97319.28248016041,6.165273846584265e-08,0.8800442218780518,385,18,6930,180,428,428.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,28,OPTIMAL,True,62251.12157463126,9.236781083706977e-08,0.7687270641326904,258,18,4644,180,269,269.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,29,OPTIMAL,True,14794.43516579998,2.872701765323207e-07,0.3378620147705078,74,18,1332,180,74,74.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,30,OPTIMAL,True,31853.811887591746,1.412703764102004e-07,0.29218506813049316,120,18,2160,180,136,136.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,31,OPTIMAL,True,24660.67077717556,2.3316478531718398e-07,0.6235558986663818,89,18,1602,180,102,102.0,0.0,1.0
price_air_5p0,price_air,5.0,candidate_vertiports_SF_k9.csv,32,OPTIMAL,True,81922.84282015928,4.577478068962642e-08,0.3990359306335449,284,18,5112,180,341,341.0,0.0,1.0
