Scenario,ChangedParameter,ChangedValue,CSVFile,BatchIndex,ModelStatus,HasSolution,BatchObjective,MIPGap,RuntimeSeconds,NumOrders,NumValidArcs,NumXVars,NumZVars,BatchDemand,BatchServed,BatchUnserved,BatchServiceRate
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,1,OPTIMAL,True,37574.74007298073,1.4637492381468542e-07,0.8326010704040527,210,18,3780,180,250,250.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,2,OPTIMAL,True,47480.52134471116,1.263676059596553e-07,0.402069091796875,205,18,3690,180,302,302.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,3,OPTIMAL,True,59753.42106530511,6.275791024662876e-08,0.7177810668945312,290,18,5220,180,386,386.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,4,OPTIMAL,True,83431.85666103035,0.002277661898216195,0.3034031391143799,408,18,7344,180,538,538.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,5,OPTIMAL,True,58283.17021503429,9.865626353128391e-08,0.31017494201660156,336,18,6048,180,388,388.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,6,OPTIMAL,True,36929.6744773368,1.4893171316228634e-07,0.30204010009765625,248,18,4464,180,260,260.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,7,OPTIMAL,True,48757.44159646468,1.1280328881878126e-07,0.5322341918945312,335,18,6030,180,348,348.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,8,OPTIMAL,True,52222.61064530875,8.138236975221463e-08,1.1316978931427002,363,18,6534,180,372,372.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,9,OPTIMAL,True,52306.24790170867,0.0,0.39522695541381836,379,18,6822,180,387,387.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,10,OPTIMAL,True,40257.72916361242,0.0,0.6713910102844238,287,18,5166,180,288,288.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,11,OPTIMAL,True,31795.973682153508,1.6511524554839432e-07,1.1902658939361572,176,18,3168,180,212,212.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,12,OPTIMAL,True,51256.87321063237,6.828352161350999e-08,0.8433070182800293,299,18,5382,180,353,353.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,13,OPTIMAL,True,69769.48526541237,0.004301353037048621,0.6418390274047852,422,18,7596,180,474,474.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,14,OPTIMAL,True,73270.00006979847,0.0010007962718892058,0.6708331108093262,466,18,8388,180,512,512.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,15,OPTIMAL,True,60583.03021809134,8.665792632440261e-08,0.7140300273895264,378,18,6804,180,412,412.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,16,OPTIMAL,True,51399.44652909875,8.2685710831081e-08,0.8243958950042725,343,18,6174,180,357,357.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,17,OPTIMAL,True,66837.20527987427,1.5240524521039576e-15,0.2754700183868408,401,18,7218,180,451,451.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,18,OPTIMAL,True,68266.20277358845,6.958055339856933e-08,0.2684619426727295,407,18,7326,180,456,456.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,19,OPTIMAL,True,27641.758840336137,1.8993002657284168e-07,0.7275300025939941,181,18,3258,180,187,187.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,20,OPTIMAL,True,22912.659357962188,0.0,0.33317995071411133,127,18,2286,180,154,154.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,21,OPTIMAL,True,48935.24369209978,9.706705117265418e-08,0.27410387992858887,253,18,4554,180,330,330.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,22,OPTIMAL,True,56635.53429986142,7.945541264344096e-08,0.3531980514526367,340,18,6120,180,388,388.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,23,OPTIMAL,True,89040.65115991762,0.0021352411325275124,0.4052309989929199,450,18,8100,180,579,579.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,24,OPTIMAL,True,65579.74295720526,8.386736156380644e-08,0.9816949367523193,381,18,6858,180,439,439.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,25,OPTIMAL,True,43511.48127199864,0.0,1.3652350902557373,263,18,4734,180,296,296.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,26,OPTIMAL,True,44439.70944445476,0.0,0.9151349067687988,291,18,5238,180,312,312.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,27,OPTIMAL,True,62437.16402660404,8.008050908325799e-08,1.1868140697479248,385,18,6930,180,428,428.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,28,OPTIMAL,True,39699.477242050605,1.1964892406926768e-07,0.6683330535888672,258,18,4644,180,269,269.0,0.0,1.0
GRID_CELL_SIZE_KM_0p75,GRID_CELL_SIZE_KM,0.75,candidate_vertiports_SF_k9.csv,29,OPTIMAL,True,9649.030515138391,4.404587581591247e-07,0.3672940731048584,74,18,1332,180,74,74.0,0.0,1.0
